sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0003

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2754.27;0.00;-
0.007021;2745.50;6.43;33.24
0.008021;2742.09;7.35;36.56
0.009021;2740.77;8.26;36.45
0.010021;2741.18;9.17;31.85
0.011021;2741.50;10.09;28.20
0.012021;2738.43;11.00;29.94
0.013021;2737.20;11.91;29.16
0.014021;2736.44;12.83;27.84
0.015021;2734.77;13.74;26.35
0.016021;2733.48;14.65;24.57
0.017021;2731.45;15.56;23.44
0.018021;2730.79;16.47;23.41
0.019021;2730.33;17.38;24.06
0.020021;2728.75;18.29;23.05
0.021021;2726.18;19.20;23.03
0.022021;2724.99;20.11;21.31
