sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0006

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2755.20;0.00;-
0.007021;2746.80;6.43;28.98
0.008021;2742.93;7.35;31.56
0.009021;2741.77;8.26;32.52
0.010021;2741.21;9.18;29.23
0.011021;2742.95;10.09;23.98
0.012021;2739.73;11.00;24.03
0.013021;2737.41;11.92;24.09
0.014021;2737.05;12.83;23.87
0.015021;2736.27;13.74;21.05
0.016021;2733.73;14.65;20.19
0.017021;2734.92;15.56;19.82
0.018021;2731.50;16.48;18.83
0.019021;2729.99;17.39;20.10
0.020021;2731.15;18.30;18.68
0.021021;2727.80;19.21;19.30
0.022021;2726.35;20.11;17.27
