sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0002

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2753.40;0.00;-
0.007021;2744.94;6.43;32.94
0.008021;2741.38;7.34;36.78
0.009021;2740.61;8.26;36.83
0.010021;2741.20;9.17;31.59
0.011021;2740.91;10.09;28.41
0.012021;2737.94;11.00;28.49
0.013021;2736.80;11.91;29.40
0.014021;2735.70;12.82;27.73
0.015021;2734.38;13.74;25.60
0.016021;2732.67;14.65;24.54
0.017021;2731.85;15.56;24.83
0.018021;2731.06;16.47;23.20
0.019021;2728.91;17.38;24.05
0.020021;2729.09;18.29;22.96
0.021021;2726.64;19.20;22.29
0.022021;2725.79;20.11;22.65
