sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0021

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2754.45;0.00;-
0.007021;2746.00;6.43;29.27
0.008021;2742.53;7.35;32.62
0.009021;2741.65;8.26;32.96
0.010021;2741.29;9.18;28.44
0.011021;2741.66;10.09;23.85
0.012021;2739.71;11.00;23.53
0.013021;2738.36;11.92;24.72
0.014021;2736.17;12.83;23.89
0.015021;2735.88;13.74;22.68
0.016021;2734.49;14.65;20.73
0.017021;2734.15;15.56;19.58
0.018021;2730.36;16.47;19.77
0.019021;2730.54;17.38;19.40
0.020021;2726.96;18.29;18.53
0.021021;2727.75;19.20;17.97
0.022021;2725.84;20.11;18.40
