sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0023

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2755.17;0.00;-
0.007021;2746.17;6.44;32.39
0.008021;2743.26;7.35;35.51
0.009021;2742.59;8.26;34.39
0.010021;2743.03;9.18;29.88
0.011021;2742.70;10.09;27.01
0.012021;2740.28;11.01;27.14
0.013021;2739.26;11.92;27.03
0.014021;2737.99;12.83;26.64
0.015021;2736.58;13.75;25.33
0.016021;2735.15;14.66;24.41
0.017021;2733.39;15.57;22.21
0.018021;2731.89;16.48;22.86
0.019021;2731.16;17.39;22.69
0.020021;2729.68;18.30;22.47
0.021021;2727.52;19.21;20.91
0.022021;2728.66;20.12;21.43
