sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0015

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2757.69;0.00;-
0.007021;2748.61;6.44;29.20
0.008021;2745.30;7.35;34.28
0.009021;2744.06;8.27;34.02
0.010021;2744.12;9.18;30.75
0.011021;2744.71;10.10;25.53
0.012021;2742.30;11.01;25.52
0.013021;2740.59;11.93;26.63
0.014021;2739.55;12.84;25.22
0.015021;2738.23;13.75;24.47
0.016021;2737.06;14.67;22.22
0.017021;2736.99;15.58;21.65
0.018021;2733.21;16.49;20.89
0.019021;2733.97;17.40;19.61
0.020021;2731.11;18.31;20.63
0.021021;2731.01;19.22;20.19
0.022021;2728.64;20.13;19.11
