sep=;
Device ID;LBR-0028391;;
Series No;0003
Shot No;0007

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2751.22;0.00;-
0.007021;2740.45;6.43;32.45
0.008021;2740.80;7.34;28.18
0.009021;2740.17;8.25;25.77
0.010021;2737.77;9.17;25.94
0.011021;2735.61;10.08;24.23
0.012021;2735.13;10.99;24.08
0.013021;2733.51;11.90;21.48
0.014021;2733.02;12.81;21.27
0.015021;2729.65;13.72;19.98
0.016021;2729.33;14.63;18.80
0.017021;2728.58;15.54;19.79
0.018021;2726.60;16.45;19.91
0.019021;2724.69;17.36;18.53
0.020021;2722.99;18.27;18.05
0.021021;2722.53;19.18;17.25
0.022021;2720.93;20.08;19.03
