sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0023

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2472.83;0.00;-
0.008021;2460.09;6.59;31.82
0.009021;2458.17;7.41;34.62
0.010021;2457.30;8.23;30.80
0.011021;2457.40;9.05;30.81
0.012021;2457.88;9.87;25.40
0.013021;2454.22;10.68;24.67
0.014021;2453.79;11.50;26.99
0.015021;2453.02;12.32;22.90
0.016021;2450.62;13.14;23.67
0.017021;2448.63;13.95;22.61
0.018021;2448.31;14.77;21.68
0.019021;2446.44;15.59;22.70
0.020021;2444.09;16.40;19.03
0.021021;2443.93;17.22;19.94
0.022021;2442.11;18.03;20.09
0.023021;2441.52;18.84;18.33
0.024021;2440.09;19.66;21.26
0.025021;2436.68;20.47;18.61
