sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0003

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2733.94;0.00;-
0.007021;2716.72;6.37;28.28
0.008021;2714.92;7.28;27.97
0.009021;2714.49;8.18;26.67
0.010021;2712.25;9.09;21.61
0.011021;2710.58;9.99;22.59
0.012021;2707.66;10.89;23.72
0.013021;2704.63;11.80;21.20
0.014021;2701.96;12.70;21.69
0.015021;2702.19;13.60;18.68
0.016021;2698.64;14.50;17.93
0.017021;2696.35;15.40;18.17
0.018021;2694.37;16.30;16.43
0.019021;2695.98;17.19;16.18
0.020021;2687.39;18.09;15.62
0.021021;2687.56;18.99;15.86
0.022021;2682.04;19.88;12.77
0.023021;2685.45;20.78;13.71
