sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0021

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2585.03;0.00;-
0.007021;2571.83;6.03;30.77
0.008021;2569.39;6.89;34.99
0.009021;2569.62;7.74;34.72
0.010021;2567.83;8.60;30.36
0.011021;2568.00;9.46;30.30
0.012021;2565.96;10.31;26.43
0.013021;2563.30;11.17;27.19
0.014021;2561.71;12.02;29.55
0.015021;2560.66;12.87;24.51
0.016021;2557.65;13.73;24.63
0.017021;2557.52;14.58;22.52
0.018021;2556.06;15.43;21.17
0.019021;2553.82;16.28;24.08
0.020021;2551.24;17.13;21.16
0.021021;2549.41;17.99;21.65
0.022021;2549.05;18.83;22.38
0.023021;2545.54;19.68;20.76
0.024021;2545.14;20.53;19.67
