sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0001

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2743.25;0.00;-
0.007021;2725.53;6.40;31.74
0.008021;2724.25;7.31;29.54
0.009021;2723.75;8.21;27.36
0.010021;2722.39;9.12;23.49
0.011021;2719.29;10.03;25.50
0.012021;2715.12;10.93;26.20
0.013021;2716.15;11.84;21.98
0.014021;2713.02;12.74;23.56
0.015021;2709.27;13.65;20.58
0.016021;2708.30;14.55;18.36
0.017021;2705.41;15.45;22.87
0.018021;2701.86;16.35;18.94
0.019021;2699.31;17.25;21.82
0.020021;2700.22;18.15;22.05
0.021021;2697.09;19.05;17.72
0.022021;2690.67;19.95;17.38
0.023021;2692.60;20.85;20.34
