sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0007

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2720.13;0.00;-
0.007021;2704.58;6.34;28.06
0.008021;2700.99;7.24;28.97
0.009021;2702.00;8.14;29.04
0.010021;2700.84;9.04;21.46
0.011021;2697.04;9.94;23.18
0.012021;2695.47;10.84;23.50
0.013021;2694.14;11.74;20.45
0.014021;2691.47;12.64;21.21
0.015021;2689.82;13.54;18.27
0.016021;2687.31;14.43;18.76
0.017021;2685.44;15.33;19.55
0.018021;2682.79;16.22;16.57
0.019021;2678.56;17.12;18.22
0.020021;2677.89;18.01;17.85
0.021021;2675.26;18.90;16.29
0.022021;2674.63;19.79;16.12
0.023021;2669.03;20.68;15.45
