sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0015

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2533.93;0.00;-
0.008021;2519.10;6.75;34.02
0.009021;2518.57;7.59;34.47
0.010021;2516.82;8.43;30.90
0.011021;2518.27;9.27;30.13
0.012021;2516.47;10.11;25.73
0.013021;2513.77;10.94;25.32
0.014021;2512.36;11.78;28.34
0.015021;2510.14;12.62;23.50
0.016021;2509.03;13.46;25.02
0.017021;2508.48;14.29;23.92
0.018021;2505.30;15.13;20.73
0.019021;2503.63;15.96;22.93
0.020021;2503.24;16.80;20.85
0.021021;2500.67;17.63;21.55
0.022021;2498.87;18.46;22.03
0.023021;2499.46;19.30;19.08
0.024021;2495.38;20.13;20.34
