sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0018

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2616.62;0.00;-
0.006021;2609.00;5.24;26.12
0.007021;2603.35;6.10;29.67
0.008021;2600.26;6.97;33.60
0.009021;2600.77;7.84;33.83
0.010021;2598.97;8.70;28.79
0.011021;2599.55;9.57;28.74
0.012021;2596.55;10.44;25.46
0.013021;2593.54;11.30;24.38
0.014021;2593.15;12.17;27.30
0.015021;2590.92;13.03;22.34
0.016021;2588.18;13.89;23.57
0.017021;2587.95;14.76;23.02
0.018021;2586.49;15.62;20.65
0.019021;2584.56;16.48;22.46
0.020021;2582.89;17.34;19.39
0.021021;2580.73;18.20;20.08
0.022021;2579.69;19.06;21.43
0.023021;2579.74;19.92;18.06
0.024021;2574.95;20.78;19.63
