sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0027

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2562.23;0.00;-
0.007021;2550.20;5.98;27.19
0.008021;2548.43;6.83;32.58
0.009021;2548.73;7.68;33.64
0.010021;2546.99;8.53;28.19
0.011021;2548.19;9.38;26.99
0.012021;2546.07;10.23;24.07
0.013021;2543.44;11.07;24.26
0.014021;2541.94;11.92;26.60
0.015021;2539.89;12.77;22.64
0.016021;2539.18;13.62;22.40
0.017021;2538.52;14.46;21.80
0.018021;2537.02;15.31;20.29
0.019021;2535.33;16.15;19.53
0.020021;2532.33;17.00;20.76
0.021021;2530.10;17.84;21.16
0.022021;2529.26;18.68;20.11
0.023021;2527.69;19.53;17.48
0.024021;2525.68;20.37;18.99
