sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0026

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2563.43;0.00;-
0.007021;2552.38;5.98;27.14
0.008021;2549.52;6.83;31.81
0.009021;2550.18;7.68;30.24
0.010021;2548.31;8.53;28.18
0.011021;2549.39;9.38;27.89
0.012021;2546.62;10.23;23.65
0.013021;2544.60;11.08;23.61
0.014021;2543.81;11.93;26.21
0.015021;2541.53;12.78;22.25
0.016021;2540.06;13.62;23.66
0.017021;2540.75;14.47;21.36
0.018021;2538.56;15.32;19.59
0.019021;2537.45;16.16;21.28
0.020021;2533.85;17.01;18.19
0.021021;2533.56;17.85;19.12
0.022021;2532.23;18.70;20.38
0.023021;2529.19;19.54;19.19
0.024021;2527.11;20.38;20.85
