sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0025

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2447.61;0.00;-
0.008021;2433.51;6.52;31.14
0.009021;2432.10;7.33;33.86
0.010021;2431.68;8.14;31.73
0.011021;2431.42;8.95;31.27
0.012021;2431.86;9.76;24.67
0.013021;2427.58;10.57;25.01
0.014021;2426.85;11.38;26.87
0.015021;2426.14;12.19;22.56
0.016021;2424.27;13.00;23.41
0.017021;2423.14;13.81;23.54
0.018021;2419.52;14.61;20.73
0.019021;2419.46;15.42;22.43
0.020021;2419.08;16.23;20.11
0.021021;2415.18;17.03;19.09
0.022021;2413.58;17.84;21.55
0.023021;2413.94;18.64;18.10
0.024021;2411.94;19.45;19.04
0.025021;2410.41;20.25;20.56
