sep=;
Device ID;LBR-0028391;;
Series No;0004
Shot No;0008

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2744.19;0.00;-
0.007021;2727.90;6.40;30.32
0.008021;2725.01;7.31;32.11
0.009021;2724.43;8.22;32.29
0.010021;2723.49;9.12;24.46
0.011021;2721.98;10.03;27.56
0.012021;2719.25;10.94;26.36
0.013021;2716.39;11.85;24.27
0.014021;2714.64;12.75;25.55
0.015021;2711.94;13.65;22.03
0.016021;2709.79;14.56;21.54
0.017021;2707.49;15.46;21.66
0.018021;2705.30;16.36;20.62
0.019021;2701.60;17.26;22.32
0.020021;2700.42;18.16;21.93
0.021021;2698.94;19.06;21.39
0.022021;2696.11;19.96;20.43
0.023021;2695.06;20.86;18.41
