Series,21, Shots:,25
Min,2756, Max,2784  
Avg,2769 ,S-D, 7.7  
ES ,  28

Series,Shot,Speed   
21, 1, 2756, ft/s   
21, 2, 2772, ft/s   
21, 3, 2767, ft/s   
21, 4, 2758, ft/s   
21, 5, 2764, ft/s   
21, 6, 2758, ft/s   
21, 7, 2777, ft/s   
21, 8, 2777, ft/s   
21, 9, 2778, ft/s   
21,10, 2776, ft/s   
21,11, 2771, ft/s   
21,12, 2781, ft/s   
21,13, 2770, ft/s   
21,14, 2765, ft/s   
21,15, 2765, ft/s   
21,16, 2757, ft/s   
21,17, 2777, ft/s   
21,18, 2770, ft/s   
21,19, 2770, ft/s   
21,20, 2772, ft/s   
21,21, 2768, ft/s   
21,22, 2776, ft/s   
21,23, 2774, ft/s   
21,24, 2763, ft/s   
21,25, 2784, ft/s   
----,----,----,---- 
Series,22, Shots:,24
Min,2767, Max,2792  
Avg,2782 ,S-D, 7.2  
ES ,  25

Series,Shot,Speed   
22, 1, 2772, ft/s   
22, 2, 2767, ft/s   
22, 3, 2779, ft/s   
22, 4, 2782, ft/s   
22, 5, 2776, ft/s   
22, 6, 2783, ft/s   
22, 7, 2789, ft/s   
22, 8, 2789, ft/s   
22, 9, 2783, ft/s   
22,10, 2769, ft/s   
22,11, 2781, ft/s   
22,12, 2791, ft/s   
22,13, 2776, ft/s   
22,14, 2780, ft/s   
22,15, 2791, ft/s   
22,16, 2777, ft/s   
22,17, 2774, ft/s   
22,18, 2789, ft/s   
22,19, 2792, ft/s   
22,20, 2789, ft/s   
22,21, 2785, ft/s   
22,22, 2788, ft/s   
22,23, 2789, ft/s   
22,24, 2783, ft/s   
----,----,----,---- 
