sep=;
Device ID;LBR-0002092;;
Series No;0085
Shot No;0028

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2774.33;0.00;-
0.007021;2762.67;6.47;41.15
0.008021;2763.43;7.40;40.09
0.009021;2761.92;8.32;40.10
0.010021;2762.96;9.24;38.27
0.011021;2761.02;10.16;37.08
0.012021;2759.76;11.08;36.48
0.013021;2758.36;12.00;36.87
0.014021;2757.13;12.92;36.96
0.015021;2755.84;13.84;35.66
0.016021;2754.72;14.75;34.63
0.017021;2753.32;15.67;33.96
0.018021;2752.69;16.59;32.27
0.019021;2750.45;17.51;30.88
0.020021;2749.07;18.42;29.71
0.021021;2747.60;19.34;28.88
0.022021;2746.04;20.26;28.09
0.023021;2743.95;21.17;29.31
0.024021;2744.46;22.09;25.93
0.025021;2740.49;23.00;27.25
0.026021;2740.00;23.91;26.87
0.027021;2740.86;24.83;23.05
0.028021;2739.05;25.74;22.52
0.029021;2736.80;26.65;24.69
0.030021;2735.30;27.56;25.01
0.031021;2733.89;28.48;25.16
0.032021;2732.70;29.39;23.87
0.033021;2730.44;30.30;20.89
0.034021;2724.95;31.21;25.73
0.035021;2733.42;32.12;19.43
0.036021;2723.49;33.03;23.67
0.037021;2726.12;33.93;21.49
0.038021;2724.82;34.84;21.90
0.039021;2721.85;35.75;24.78
0.040021;2720.98;36.66;21.77
0.041021;2721.94;37.56;19.63
0.042021;2719.30;38.47;17.62
0.043021;2717.55;39.38;18.21
0.044021;2716.28;40.28;19.96
0.045021;2713.03;41.19;21.57
0.046021;2712.46;42.09;20.92
0.047021;2714.62;43.00;18.29
0.048021;2709.49;43.90;17.90
0.049021;2710.06;44.80;16.12
0.050021;2708.38;45.71;12.74
0.051021;2709.46;46.61;13.73
0.052021;2702.89;47.51;14.99
0.053021;2704.75;48.41;12.95
0.054021;2702.35;49.31;13.09
0.055021;2702.28;50.22;13.85
0.056021;2699.46;51.12;10.61
0.057021;2701.51;52.02;14.90
0.058021;2697.32;52.92;9.74
0.059021;2695.87;53.81;12.74
0.060021;2691.95;54.71;11.04
0.061021;2697.30;55.61;7.44
0.065021;2685.85;59.20;11.26
0.066021;2682.68;60.09;12.52
