sep=;
Device ID;LBR-0002092;;
Series No;0085
Shot No;0019

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2768.76;0.00;-
0.006021;2762.13;5.54;36.92
0.007021;2756.23;6.46;38.90
0.008021;2759.47;7.38;35.37
0.009021;2756.12;8.30;34.94
0.010021;2754.81;9.22;35.14
0.011021;2753.56;10.14;35.89
0.012021;2752.32;11.06;34.80
0.013021;2751.22;11.97;34.22
0.014021;2749.97;12.89;33.28
0.015021;2748.66;13.81;31.37
0.016021;2747.36;14.72;30.58
0.017021;2745.53;15.64;31.29
0.018021;2744.32;16.55;30.29
0.019021;2742.64;17.47;30.40
0.020021;2741.35;18.38;28.92
0.021021;2739.01;19.29;28.22
0.022021;2738.39;20.21;26.59
0.023021;2736.70;21.12;26.25
0.024021;2734.75;22.03;29.03
0.025021;2734.78;22.94;26.37
0.026021;2735.26;23.86;24.33
0.027021;2732.00;24.77;25.41
0.028021;2730.48;25.68;23.75
0.029021;2728.83;26.59;24.29
0.030021;2726.74;27.50;24.00
0.031021;2719.98;28.40;24.58
0.032021;2721.30;29.31;23.11
0.033021;2722.66;30.22;21.76
0.034021;2720.34;31.13;20.84
0.035021;2721.17;32.03;19.09
0.036021;2718.27;32.94;19.66
0.037021;2717.08;33.84;23.12
0.038021;2714.93;34.75;23.51
0.039021;2716.80;35.66;19.07
0.040021;2716.89;36.56;17.57
0.041021;2713.24;37.47;17.53
0.042021;2710.66;38.37;17.99
0.043021;2708.22;39.27;18.00
0.044021;2706.30;40.18;17.20
0.045021;2706.85;41.08;16.90
0.046021;2704.93;41.98;15.79
0.047021;2707.16;42.88;13.86
0.048021;2704.26;43.78;10.41
0.049021;2703.78;44.68;14.18
0.050021;2704.62;45.59;11.07
0.051021;2696.27;46.49;12.24
0.052021;2697.84;47.39;10.70
0.053021;2698.57;48.28;11.82
0.054021;2693.03;49.18;11.23
0.055021;2691.29;50.08;13.65
0.058021;2683.35;52.77;9.59
0.059021;2688.98;53.66;7.52
0.064021;2675.75;58.13;10.24
0.065021;2672.02;59.03;9.72
0.066021;2683.10;59.92;11.60
0.067021;2679.25;60.81;9.79
