sep=;
Device ID;LBR-0002092;;
Series No;0085
Shot No;0029

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2782.86;0.00;-
0.007021;2769.95;6.49;40.53
0.008021;2772.97;7.42;39.69
0.009021;2769.45;8.34;37.84
0.010021;2768.40;9.26;37.52
0.011021;2767.12;10.19;37.26
0.012021;2765.85;11.11;37.01
0.013021;2764.49;12.03;35.19
0.014021;2763.33;12.95;34.72
0.015021;2761.79;13.87;33.45
0.016021;2760.53;14.79;32.05
0.017021;2758.61;15.71;30.58
0.018021;2757.96;16.63;29.69
0.019021;2756.88;17.55;28.98
0.020021;2754.87;18.47;27.35
0.021021;2753.63;19.39;28.15
0.022021;2752.31;20.31;27.36
0.023021;2753.04;21.22;24.96
0.024021;2746.60;22.14;27.80
0.025021;2747.39;23.06;24.56
0.026021;2748.42;23.97;21.61
0.027021;2745.78;24.89;23.16
0.028021;2743.98;25.80;24.62
0.029021;2742.84;26.72;24.23
0.030021;2739.77;27.63;23.33
0.031021;2733.27;28.54;23.51
0.032021;2735.64;29.46;19.80
0.033021;2734.73;30.37;20.26
0.034021;2734.07;31.28;19.59
0.035021;2734.11;32.19;22.04
0.036021;2734.62;33.10;21.82
0.037021;2730.06;34.01;22.07
0.038021;2727.85;34.92;23.11
0.039021;2728.90;35.83;19.73
0.040021;2728.58;36.74;16.71
0.041021;2728.36;37.65;17.94
0.042021;2723.51;38.56;19.28
0.043021;2722.19;39.47;21.44
0.044021;2722.69;40.37;20.15
0.045021;2719.49;41.28;16.58
0.046021;2718.84;42.19;16.05
0.047021;2719.02;43.09;18.72
0.048021;2718.94;44.00;19.22
0.049021;2713.28;44.91;19.68
0.050021;2715.34;45.81;16.06
0.051021;2714.94;46.71;15.23
0.052021;2714.60;47.62;14.49
0.053021;2715.21;48.52;11.84
0.054021;2708.10;49.43;14.14
0.055021;2710.73;50.33;13.38
0.056021;2704.06;51.23;10.95
0.057021;2707.62;52.14;14.07
0.058021;2700.72;53.04;13.51
0.059021;2697.38;53.94;8.54
0.060021;2704.04;54.84;11.02
0.061021;2697.29;55.74;10.40
0.062021;2695.90;56.64;10.82
0.063021;2697.33;57.54;7.10
0.064021;2695.70;58.43;9.15
0.065021;2695.25;59.33;8.86
0.066021;2690.82;60.23;12.82
