sep=;
Device ID;LBR-0002092;;
Series No;0085
Shot No;0015

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2770.74;0.00;-
0.007021;2760.24;6.47;36.47
0.008021;2758.75;7.39;37.01
0.009021;2759.22;8.31;35.58
0.010021;2757.91;9.23;33.80
0.011021;2756.37;10.14;32.84
0.012021;2755.25;11.06;33.19
0.013021;2754.34;11.98;33.84
0.014021;2752.70;12.90;33.36
0.015021;2751.27;13.82;32.19
0.016021;2749.54;14.73;30.24
0.017021;2748.67;15.65;29.06
0.018021;2747.70;16.57;28.26
0.019021;2746.29;17.48;28.22
0.020021;2744.59;18.40;29.37
0.021021;2744.14;19.31;27.29
0.022021;2742.59;20.23;27.77
0.023021;2739.90;21.14;26.86
0.024021;2741.79;22.05;22.41
0.025021;2735.23;22.97;27.44
0.026021;2735.72;23.88;27.43
0.027021;2735.73;24.79;23.85
0.028021;2733.95;25.70;23.54
0.029021;2731.61;26.61;23.11
0.030021;2730.88;27.52;22.58
0.031021;2727.41;28.43;22.52
0.032021;2725.78;29.34;23.47
0.033021;2731.06;30.25;18.05
0.034021;2722.27;31.16;21.85
0.035021;2726.53;32.07;15.83
0.036021;2720.22;32.98;20.83
0.037021;2722.08;33.88;14.26
0.038021;2719.71;34.79;17.72
0.039021;2716.86;35.70;20.62
0.040021;2717.07;36.60;19.05
0.041021;2717.02;37.51;14.31
0.042021;2713.09;38.41;13.67
0.043021;2715.24;39.32;16.00
0.044021;2712.36;40.22;15.19
0.045021;2710.99;41.13;13.45
0.046021;2707.62;42.03;14.91
0.047021;2708.11;42.93;9.49
0.049021;2706.95;44.74;12.39
0.050021;2705.28;45.64;12.27
0.051021;2698.43;46.54;7.07
0.052021;2701.95;47.44;7.11
0.054021;2697.78;49.24;7.33
0.055021;2692.25;50.14;12.38
0.056021;2693.39;51.03;8.24
0.058021;2703.69;52.83;10.17
0.059021;2705.90;53.74;11.59
0.064021;2707.35;58.25;8.93
