sep=;
Device ID;LBR-0002092;;
Series No;0085
Shot No;0007

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2766.26;0.00;-
0.007021;2757.46;6.45;35.77
0.008021;2752.63;7.37;38.65
0.009021;2755.24;8.29;36.10
0.010021;2752.43;9.21;34.72
0.011021;2751.11;10.12;34.37
0.012021;2749.47;11.04;33.42
0.013021;2748.65;11.96;33.65
0.014021;2746.67;12.87;34.36
0.015021;2745.88;13.79;32.29
0.016021;2744.44;14.70;30.67
0.017021;2742.47;15.62;29.44
0.018021;2740.98;16.53;27.31
0.019021;2740.83;17.45;27.29
0.020021;2738.56;18.36;27.63
0.021021;2738.26;19.27;25.72
0.022021;2737.25;20.18;26.21
0.023021;2734.26;21.10;25.54
0.024021;2735.85;22.01;21.86
0.025021;2730.59;22.92;24.72
0.026021;2729.60;23.83;23.92
0.027021;2731.41;24.74;20.49
0.028021;2727.92;25.65;21.99
0.029021;2725.71;26.56;23.68
0.030021;2725.32;27.47;23.20
0.031021;2721.82;28.37;22.68
0.032021;2717.61;29.28;22.22
0.033021;2722.17;30.19;19.50
0.034021;2718.97;31.09;20.01
0.035021;2716.77;32.00;14.59
0.036021;2714.77;32.91;20.73
0.037021;2714.38;33.81;17.02
0.038021;2715.19;34.72;21.28
0.039021;2711.38;35.62;21.37
0.040021;2711.07;36.52;19.83
0.041021;2709.88;37.43;14.90
0.042021;2702.34;38.33;12.74
0.043021;2707.99;39.23;16.34
0.044021;2706.77;40.13;17.01
0.045021;2706.39;41.04;17.25
0.046021;2702.72;41.94;13.86
0.047021;2704.68;42.84;10.72
0.048021;2697.26;43.74;13.40
0.050021;2697.82;45.54;13.21
0.051021;2692.12;46.44;12.58
0.052021;2702.79;47.33;12.02
0.053021;2701.38;48.24;9.93
0.055021;2692.07;50.03;14.03
0.059021;2699.93;53.63;9.27
0.060021;2694.45;54.53;11.58
0.062021;2683.69;56.32;9.11
0.063021;2674.06;57.21;7.90
