sep=;
Device ID;LBR-0002092;;
Series No;0085
Shot No;0024

Time (s);Vel (fps);Dist (yd);SNR
0.000000;2770.72;0.00;-
0.007021;2758.65;6.47;40.58
0.008021;2761.72;7.39;39.13
0.009021;2758.40;8.31;38.48
0.010021;2757.32;9.23;37.86
0.011021;2755.92;10.15;36.80
0.012021;2754.65;11.06;34.63
0.013021;2753.51;11.98;34.33
0.014021;2752.11;12.90;32.25
0.015021;2750.70;13.82;30.67
0.016021;2749.37;14.73;29.99
0.017021;2748.12;15.65;29.14
0.018021;2747.17;16.57;27.95
0.019021;2746.34;17.48;26.12
0.020021;2744.88;18.40;24.87
0.021021;2744.06;19.31;25.50
0.022021;2741.56;20.23;25.07
0.023021;2742.06;21.14;21.73
0.024021;2736.70;22.05;25.81
0.025021;2737.57;22.97;22.93
0.026021;2737.49;23.88;20.33
0.027021;2734.77;24.79;22.01
0.028021;2731.43;25.70;22.42
0.029021;2730.89;26.61;21.79
0.030021;2730.50;27.52;21.76
0.031021;2721.85;28.43;21.67
0.032021;2725.63;29.34;15.82
0.033021;2725.65;30.25;20.27
0.034021;2723.71;31.16;17.44
0.035021;2723.73;32.06;18.69
0.036021;2724.61;32.97;18.29
0.037021;2720.35;33.88;21.70
0.038021;2718.81;34.79;21.58
0.039021;2719.06;35.69;18.16
0.040021;2719.74;36.60;14.21
0.041021;2717.50;37.50;14.78
0.042021;2714.77;38.41;18.23
0.043021;2714.03;39.31;19.67
0.044021;2710.26;40.22;18.35
0.045021;2708.91;41.12;16.77
0.046021;2707.09;42.02;17.71
0.047021;2705.59;42.93;14.27
0.048021;2705.33;43.83;15.75
0.049021;2705.75;44.73;17.17
0.050021;2701.53;45.63;15.24
0.051021;2703.07;46.53;15.16
0.052021;2703.77;47.43;13.75
0.053021;2697.85;48.33;13.08
0.054021;2702.62;49.23;16.25
0.055021;2697.20;50.13;16.75
0.056021;2695.97;51.03;17.60
0.057021;2697.89;51.93;15.17
0.058021;2692.33;52.83;14.74
0.059021;2693.00;53.73;14.05
0.060021;2694.66;54.63;12.41
0.061021;2690.38;55.52;13.32
0.062021;2689.79;56.42;11.28
0.063021;2687.14;57.32;11.51
0.064021;2684.81;58.21;15.33
0.065021;2685.16;59.11;15.17
0.066021;2681.01;60.00;13.18
0.067021;2680.62;60.89;13.60
